SqFt,Bedrooms,BHK,Bathrooms,HouseAgeYears,DistanceToCityKm,SchoolRating,CrimeIndex,Latitude,Longitude,SellerName,ContactNumber,Address,PriceUSD
1231.0,2,2,1.5,55,24.3,3,99.6,21.25791,79.28946,Sneha Reddy,+91 902264 1698,"331, Market Street, Manish Nagar",114083.0
1653.0,1,1,3.5,67,9.7,9,17.6,21.17464,78.9996,Kavya Nair,+91 794306 4631,"921, Station Road, Ramdaspeth",295156.0
2286.0,3,3,3.0,41,5.2,6,79.6,21.10231,79.10729,Aarav Deshmukh,+91 763592 1753,"801, Church Street, Manish Nagar",376546.0
1837.0,2,2,3.5,75,7.0,4,92.8,21.14451,79.15614,Sneha Deshmukh,+91 659175 8911,"577, Park Avenue, Hingna Road",240352.0
1074.0,1,1,3.5,61,2.7,5,68.8,21.15077,79.06304,Aarav Sharma,+91 601328 7353,"12, Station Road, Civil Lines",200250.0
2070.0,3,3,1.0,5,2.1,7,10.9,21.15535,79.10528,Rahul Mehta,+91 952729 9158,"387, Lake View Lane, Hingna Road",391069.0
2176.0,1,1,2.0,23,14.0,10,32.7,21.23955,78.99824,Kavya Chauhan,+91 683512 2236,"976, Lake View Lane, Pratap Nagar",327246.0
1857.0,5,5,2.0,63,2.4,5,8.6,21.14716,79.06523,Riya Iyer,+91 685476 4050,"982, Ring Road, Laxmi Nagar",311817.0
1943.0,3,3,2.5,9,7.9,4,60.2,21.17744,79.15643,Riya Joshi,+91 669784 4529,"672, Park Avenue, Manish Nagar",318708.0
1632.0,5,5,3.0,56,28.9,8,99.8,20.94972,79.27182,Sai Gupta,+91 709990 9226,"462, Station Road, Sadar",203807.0
2761.0,5,5,2.5,27,8.7,6,37.5,21.12694,79.00687,Riya Kulkarni,+91 639412 7532,"858, Ring Road, Hingna Road",423824.0
1215.0,5,5,1.0,16,9.8,4,16.3,21.19016,79.00648,Kabir Verma,+91 862058 3749,"579, Station Road, Pratap Nagar",281993.0
1418.0,3,3,3.0,43,8.2,5,26.9,21.19009,79.02521,Vikram Rao,+91 965280 5259,"60, Sunrise Boulevard, Dharampeth",226586.0
1807.0,3,3,2.0,74,22.6,6,57.1,21.18189,79.30345,Aditya Nair,+91 800864 2626,"382, MG Road, Civil Lines",253471.0
2371.0,4,4,3.5,71,8.4,2,56.9,21.13682,79.00741,Ishaan Mehta,+91 847650 6655,"324, Church Street, Ramdaspeth",339078.0
827.0,1,1,1.5,32,1.7,1,23.0,21.14816,79.07187,Rahul Rao,+91 962417 1865,"668, Ring Road, Wardha Road",139488.0
948.0,5,5,3.0,0,6.7,7,75.1,21.19541,79.05162,Vivaan Bose,+91 951637 8997,"220, Ring Road, Wardha Road",220533.0
475.0,2,2,1.5,71,2.5,2,8.8,21.12667,79.07494,Suman Bose,+91 822992 6989,"775, MG Road, Civil Lines",141742.0
1821.0,1,1,2.5,71,6.5,6,62.3,21.17704,79.03465,Aarav Reddy,+91 635599 5836,"243, Church Street, Civil Lines",263313.0
1073.0,2,2,3.5,48,2.0,8,42.6,21.13813,79.07122,Kavya Sharma,+91 988102 1296,"628, Church Street, Laxmi Nagar",227102.0
1550.0,2,2,2.0,50,8.1,3,12.7,21.0975,79.14697,Suman Rao,+91 907988 8787,"301, College Road, Hingna Road",273479.0
2230.0,1,1,1.5,42,3.6,4,63.4,21.17024,79.06542,Rahul Joshi,+91 761902 7780,"248, Park Avenue, Wardha Road",295678.0
1383.0,4,4,3.5,0,10.9,10,67.3,21.20448,79.00394,Sneha Deshmukh,+91 671625 1095,"704, Station Road, Sitabuldi",244633.0
1950.0,1,1,3.5,12,5.7,1,44.0,21.10767,79.12466,Rahul Rao,+91 643974 1623,"941, Lake View Lane, Manish Nagar",330140.0
1605.0,5,5,1.5,11,2.1,8,79.8,21.16048,79.07549,Rahul Joshi,+91 769204 6692,"799, Market Street, Laxmi Nagar",293864.0
2237.0,3,3,1.0,73,4.4,2,50.9,21.16047,79.04893,Ishaan Sharma,+91 877892 3431,"511, Green Valley Road, Sitabuldi",317556.0
2109.0,4,4,1.5,3,8.5,10,28.6,21.07331,79.11389,Sai Deshmukh,+91 933707 7197,"913, Church Street, Sitabuldi",343246.0
1350.0,2,2,1.5,44,2.6,5,95.4,21.13313,79.06733,Rohan Reddy,+91 677845 6107,"825, Market Street, Manish Nagar",209226.0
1690.0,1,1,2.5,29,0.8,1,94.4,21.14276,79.09559,Kabir Iyer,+91 722145 9437,"917, Civil Lines, Civil Lines",203876.0
2478.0,1,1,1.5,0,15.5,8,9.6,21.17135,78.94127,Rohan Nair,+91 920087 1286,"9, Lake View Lane, Sadar",370806.0
2056.0,4,4,3.0,73,2.7,2,94.6,21.14903,79.06211,Sneha Verma,+91 643371 8223,"812, Hill Top Road, Gandhibagh",264968.0
892.0,4,4,1.5,1,7.2,4,77.5,21.16299,79.15485,Ritu Rao,+91 970131 3463,"517, Hill Top Road, Hingna Road",153568.0
2226.0,2,2,2.0,68,3.8,6,10.7,21.17842,79.10022,Meera Iyer,+91 659482 8519,"698, Green Valley Road, Ramdaspeth",319935.0
1095.0,2,2,2.5,62,2.4,8,51.9,21.14039,79.06559,Aarav Gupta,+91 773690 0728,"934, MG Road, Wardha Road",137540.0
2718.0,5,5,2.5,63,16.9,5,3.5,21.28592,79.15086,Rahul Gupta,+91 679796 1282,"519, Hill Top Road, Manish Nagar",361622.0
2466.0,5,5,1.5,12,36.3,9,58.9,21.23987,78.75221,Kavya Sharma,+91 998611 7440,"687, Ring Road, Sadar",362959.0
1988.0,3,3,2.0,70,2.1,5,93.3,21.16469,79.0839,Vikram Chauhan,+91 740197 9994,"981, Park Avenue, Pratap Nagar",284283.0
1902.0,2,2,2.5,47,9.6,4,36.8,21.15709,79.1802,Diya Reddy,+91 726644 2494,"114, Ring Road, Sadar",246730.0
1664.0,2,2,2.0,32,5.7,4,50.9,21.15377,79.03404,Priya Chauhan,+91 859870 8003,"741, Station Road, Wardha Road",265373.0
2241.0,3,3,3.5,54,20.4,9,22.8,20.99993,78.96887,Sneha Agarwal,+91 741596 9881,"709, Park Avenue, Sitabuldi",310846.0
1559.0,3,3,2.5,27,7.2,7,54.1,21.20095,79.05159,Rahul Nair,+91 960781 5154,"190, Lake View Lane, Manish Nagar",280235.0
1953.0,1,1,2.0,22,1.3,2,80.3,21.13451,79.09024,Kabir Agarwal,+91 782767 9106,"15, Civil Lines, Manish Nagar",269107.0
2367.0,1,1,1.5,23,20.0,8,21.5,21.28911,79.20576,Riya Gupta,+91 914560 5703,"632, Hill Top Road, Manish Nagar",323797.0
1435.0,3,3,1.5,45,33.6,5,55.3,21.30999,79.36069,Suman Patel,+91 833415 0058,"368, Park Avenue, Civil Lines",173076.0
1399.0,4,4,2.0,48,8.6,4,35.5,21.11484,79.1647,Vivaan Chauhan,+91 873340 6173,"313, Lake View Lane, Dharampeth",291973.0
1024.0,1,1,2.0,19,1.4,1,74.8,21.13977,79.10026,Sai Mehta,+91 934122 8112,"237, Sunrise Boulevard, Sadar",140143.0
1108.0,3,3,3.0,19,19.4,10,70.2,21.24243,78.93252,Kavya Kulkarni,+91 846455 1069,"544, Park Avenue, Hingna Road",206716.0
612.0,1,1,3.0,75,4.3,1,69.9,21.16451,79.05174,Ritu Chauhan,+91 709975 3502,"252, Civil Lines, Sadar",103707.0
2274.0,2,2,1.5,41,2.5,10,37.8,21.12775,79.10245,Suman Sharma,+91 835247 9805,"75, Station Road, Wardha Road",330665.0
2976.0,4,4,2.5,68,9.5,1,59.9,21.12953,78.99833,Riya Patel,+91 845735 8559,"42, Hill Top Road, Sitabuldi",346704.0
2726.0,2,2,2.5,26,26.6,6,65.1,21.30673,79.27876,Meera Bose,+91 703404 9708,"260, MG Road, Hingna Road",336455.0
743.0,2,2,1.0,23,13.5,2,68.1,21.22614,79.18606,Diya Verma,+91 778180 0388,"616, Park Avenue, Trimurti Nagar",129530.0
2271.0,5,5,2.5,22,12.8,5,57.5,21.23066,79.17243,Priya Nair,+91 960827 2509,"528, Sunrise Boulevard, Civil Lines",337251.0
2724.0,1,1,2.5,42,1.2,9,86.7,21.13515,79.09044,Amit Sharma,+91 709916 3332,"741, Church Street, Hingna Road",381140.0
1503.0,1,1,1.5,62,14.2,6,24.9,21.06917,78.9779,Meera Reddy,+91 690334 3696,"598, Ring Road, Trimurti Nagar",231799.0
1866.0,5,5,2.0,40,11.0,6,5.6,21.24026,79.05546,Meera Patel,+91 829436 9327,"292, Hill Top Road, Sitabuldi",290965.0
495.0,3,3,3.0,23,7.0,2,96.3,21.19915,79.12347,Pooja Gupta,+91 647403 8936,"916, Station Road, Gandhibagh",100455.0
1973.0,1,1,1.5,76,6.6,10,6.1,21.18757,79.13386,Ishaan Agarwal,+91 902607 9053,"586, Station Road, Manish Nagar",258915.0
1109.0,3,3,2.5,45,0.5,4,90.3,21.1413,79.08794,Ritu Reddy,+91 968061 5457,"618, MG Road, Dharampeth",193057.0
1930.0,3,3,1.0,31,0.8,6,61.2,21.14134,79.09369,Rahul Agarwal,+91 863650 6315,"497, Civil Lines, Trimurti Nagar",306022.0
785.0,2,2,1.5,0,9.2,9,91.9,21.12973,79.00108,Riya Chauhan,+91 657472 6956,"423, Park Avenue, Manish Nagar",180910.0
2153.0,3,3,3.5,44,21.7,7,56.5,20.95273,79.11794,Meera Joshi,+91 936889 3838,"992, Ring Road, Ramdaspeth",275466.0
2466.0,4,4,2.5,49,10.2,8,82.1,21.23548,79.06789,Meera Joshi,+91 609225 5158,"389, Ring Road, Manish Nagar",352566.0
1291.0,2,2,1.0,74,7.7,2,72.1,21.11031,79.02446,Meera Iyer,+91 645813 8122,"811, Hill Top Road, Laxmi Nagar",127872.0
1061.0,5,5,2.5,18,2.0,5,52.5,21.15253,79.07062,Ananya Kulkarni,+91 781340 1309,"84, Hill Top Road, Ramdaspeth",217748.0
400.0,3,3,1.0,13,9.9,6,36.3,21.19264,79.16993,Amit Agarwal,+91 840676 5079,"945, Civil Lines, Hingna Road",154953.0
1627.0,5,5,2.5,79,0.5,2,0.3,21.14616,79.08339,Arjun Agarwal,+91 831266 8482,"756, Civil Lines, Gandhibagh",260701.0
1422.0,1,1,1.0,44,18.8,4,25.1,21.00661,79.19209,Sneha Patel,+91 756238 5667,"823, Church Street, Wardha Road",153822.0
792.0,2,2,2.0,2,6.7,9,95.2,21.16508,79.14948,Kavya Kulkarni,+91 993394 9877,"319, Ring Road, Gandhibagh",150160.0
2094.0,4,4,2.5,8,4.4,10,27.5,21.15145,79.04641,Ananya Patel,+91 992451 5656,"657, College Road, Manish Nagar",331552.0
1508.0,5,5,2.5,38,13.5,9,75.2,21.05861,79.17966,Sanjay Rao,+91 614924 6611,"754, Hill Top Road, Civil Lines",224322.0
1101.0,2,2,2.5,49,4.0,10,50.8,21.11127,79.09772,Sai Verma,+91 675991 3821,"72, Hill Top Road, Manish Nagar",225446.0
1440.0,5,5,1.5,19,13.9,10,30.9,21.15095,78.95401,Sneha Joshi,+91 815399 0907,"648, College Road, Sadar",235261.0
2496.0,1,1,1.5,29,5.2,2,99.1,21.18716,79.11209,Arjun Agarwal,+91 693103 9440,"857, MG Road, Sitabuldi",324795.0
2192.0,3,3,1.5,58,23.1,9,4.7,20.9766,79.21746,Rohan Agarwal,+91 761687 5637,"847, MG Road, Civil Lines",315019.0
1715.0,2,2,2.0,77,6.0,7,58.2,21.19002,79.12124,Meera Kulkarni,+91 961374 2987,"760, MG Road, Dharampeth",232428.0
2202.0,3,3,2.5,39,3.0,9,46.2,21.17273,79.08329,Suman Joshi,+91 645958 8863,"892, Station Road, Sadar",358363.0
1045.0,5,5,3.0,33,7.9,7,7.7,21.19589,79.14239,Sai Mehta,+91 738421 6936,"282, Hill Top Road, Gandhibagh",208112.0
1821.0,4,4,1.5,28,8.0,2,21.4,21.16409,79.01376,Aditya Verma,+91 933438 9230,"688, Market Street, Gandhibagh",303708.0
1896.0,4,4,1.0,10,19.8,6,69.4,21.01643,78.95662,Aditya Kulkarni,+91 877859 1347,"269, Civil Lines, Gandhibagh",260108.0
1495.0,2,2,3.0,4,3.0,8,10.8,21.1221,79.10158,Neha Kulkarni,+91 823094 0254,"862, Hill Top Road, Dharampeth",278551.0
2083.0,5,5,3.5,66,15.6,2,80.1,21.17969,78.94158,Vikram Patel,+91 950882 3018,"524, Market Street, Laxmi Nagar",268148.0
1293.0,3,3,3.0,2,5.3,6,62.5,21.13706,79.13858,Amit Mehta,+91 913936 1899,"827, Lake View Lane, Ramdaspeth",258937.0
2131.0,4,4,1.5,65,9.7,7,10.1,21.0961,79.01069,Kabir Iyer,+91 769638 2894,"283, Hill Top Road, Ramdaspeth",338318.0
2159.0,4,4,1.0,19,13.9,5,28.7,21.06943,78.98182,Pooja Rao,+91 821565 6002,"307, Civil Lines, Civil Lines",259448.0
400.0,4,4,1.0,55,1.5,8,13.7,21.15792,79.09479,Ishaan Agarwal,+91 885364 1569,"969, Lake View Lane, Laxmi Nagar",143340.0
2574.0,4,4,1.5,76,3.8,2,79.8,21.17791,79.1018,Meera Reddy,+91 731831 5097,"903, Station Road, Laxmi Nagar",292416.0
400.0,3,3,3.5,59,4.5,4,53.3,21.12699,79.0496,Pooja Chauhan,+91 945349 7691,"194, MG Road, Hingna Road",96197.0
1400.0,4,4,3.5,58,1.1,10,0.3,21.13576,79.08621,Sanjay Nair,+91 891261 4301,"387, Station Road, Dharampeth",282104.0
2466.0,5,5,3.5,21,3.0,6,54.3,21.17164,79.09631,Rahul Rao,+91 840947 2511,"154, Green Valley Road, Manish Nagar",390294.0
1594.0,2,2,3.5,47,1.4,2,48.3,21.14711,79.07427,Sai Sharma,+91 763991 6728,"635, Ring Road, Sitabuldi",256766.0
847.0,3,3,2.0,51,16.0,2,64.3,21.25882,78.99273,Vikram Verma,+91 673043 5238,"44, Station Road, Laxmi Nagar",137884.0
1089.0,1,1,2.5,34,7.4,6,3.5,21.17098,79.02152,Diya Reddy,+91 687342 4587,"26, Civil Lines, Trimurti Nagar",179727.0
2467.0,2,2,3.0,3,3.8,10,3.5,21.17986,79.09466,Ananya Bose,+91 919008 2802,"552, Market Street, Laxmi Nagar",395203.0
551.0,4,4,3.0,72,23.5,1,34.9,21.30955,79.23211,Kavya Gupta,+91 881573 1869,"894, Ring Road, Gandhibagh",79192.0
2534.0,4,4,2.0,15,1.9,2,68.9,21.16154,79.08019,Riya Iyer,+91 877664 9829,"739, Hill Top Road, Wardha Road",333389.0
1764.0,2,2,3.0,77,3.5,4,66.7,21.123,79.11085,Kabir Agarwal,+91 627941 9749,"695, Station Road, Sitabuldi",233737.0
1025.0,3,3,2.0,74,16.8,3,27.8,21.00376,79.14327,Ritu Reddy,+91 915113 5157,"586, College Road, Pratap Nagar",179277.0
1421.0,5,5,2.5,1,0.9,2,21.6,21.15046,79.09493,Pooja Agarwal,+91 710741 8413,"181, Green Valley Road, Hingna Road",237236.0
1139.0,1,1,3.0,59,16.0,3,68.3,21.2215,79.22008,Arjun Verma,+91 852960 3310,"208, Sunrise Boulevard, Pratap Nagar",135388.0
2363.0,1,1,2.5,50,2.9,7,2.7,21.14696,79.06012,Kabir Verma,+91 716241 9963,"616, Church Street, Laxmi Nagar",342072.0
2276.0,2,2,3.5,18,2.7,9,55.7,21.16976,79.08374,Vivaan Sharma,+91 663961 0777,"922, Civil Lines, Trimurti Nagar",417414.0
683.0,4,4,2.0,65,3.1,4,42.4,21.12088,79.10148,Diya Verma,+91 636263 1887,"48, Church Street, Hingna Road",127556.0
1538.0,2,2,1.0,8,2.3,8,23.9,21.1476,79.06607,Rohan Mehta,+91 966758 7559,"379, Green Valley Road, Manish Nagar",264018.0
1239.0,5,5,1.5,19,3.8,9,52.0,21.11872,79.11006,Ritu Verma,+91 651802 3021,"189, Lake View Lane, Manish Nagar",227919.0
2641.0,5,5,2.5,75,7.1,1,21.7,21.18621,79.1418,Anjali Mehta,+91 658236 6957,"141, Green Valley Road, Sadar",368683.0
922.0,3,3,2.0,59,3.3,9,56.4,21.14022,79.11967,Sanjay Joshi,+91 784891 7685,"353, Lake View Lane, Civil Lines",188725.0
2843.0,2,2,2.5,8,15.2,2,14.9,21.00928,79.10399,Arjun Gupta,+91 924680 1250,"191, Green Valley Road, Laxmi Nagar",372336.0
1778.0,1,1,3.0,11,2.4,7,40.6,21.12429,79.08556,Rahul Sharma,+91 897902 4764,"245, Station Road, Civil Lines",321596.0
1045.0,5,5,1.5,20,4.5,8,51.0,21.13093,79.12863,Neha Patel,+91 933368 4928,"438, College Road, Dharampeth",231182.0
1360.0,5,5,1.0,5,0.5,9,3.2,21.14664,79.08345,Arjun Patel,+91 607926 0844,"742, Park Avenue, Pratap Nagar",316461.0
1279.0,3,3,3.5,14,9.6,5,61.1,21.21529,79.14313,Kavya Rao,+91 999292 8755,"544, Lake View Lane, Sadar",217146.0
971.0,3,3,2.0,45,6.2,7,75.0,21.14688,79.02858,Ishaan Chauhan,+91 634584 5798,"543, Hill Top Road, Manish Nagar",180287.0
1862.0,4,4,2.0,0,11.4,1,95.6,21.05165,79.13205,Suman Nair,+91 638400 2341,"601, College Road, Ramdaspeth",262598.0
1002.0,4,4,1.0,22,1.3,5,20.3,21.13709,79.09588,Ishaan Mehta,+91 710926 4320,"225, Sunrise Boulevard, Ramdaspeth",246802.0
400.0,1,1,2.0,25,0.9,10,20.9,21.14636,79.07985,Sai Reddy,+91 716491 9079,"74, Green Valley Road, Ramdaspeth",144543.0
1553.0,4,4,2.0,77,12.7,2,30.5,21.03216,79.07459,Kabir Verma,+91 714982 1342,"29, Church Street, Dharampeth",217588.0
628.0,5,5,2.0,77,3.7,2,89.1,21.17948,79.08889,Kavya Gupta,+91 604438 2805,"866, Station Road, Sitabuldi",98514.0
1311.0,4,4,1.0,67,21.7,8,40.7,21.34017,79.1138,Rahul Rao,+91 792673 6643,"875, College Road, Trimurti Nagar",181566.0
1209.0,3,3,2.5,27,10.9,6,30.2,21.09494,78.99764,Ritu Agarwal,+91 741433 2500,"336, Lake View Lane, Dharampeth",223271.0
1234.0,3,3,2.5,42,1.3,5,74.1,21.15126,79.07727,Diya Gupta,+91 825241 4430,"783, Market Street, Sitabuldi",230782.0
3101.0,2,2,1.5,40,1.0,3,3.8,21.1538,79.09356,Rohan Bose,+91 762471 6350,"259, Church Street, Gandhibagh",420246.0
1837.0,4,4,1.0,68,10.7,2,54.9,21.05004,79.09554,Aarav Mehta,+91 643156 3638,"305, Station Road, Trimurti Nagar",248175.0
1959.0,2,2,3.0,59,11.8,8,45.0,21.12448,78.97659,Riya Iyer,+91 827350 0905,"687, Civil Lines, Wardha Road",293258.0
645.0,2,2,3.0,72,10.1,4,62.5,21.13415,78.99123,Suman Mehta,+91 846013 9355,"926, Church Street, Wardha Road",112311.0
1375.0,2,2,2.0,44,9.7,8,73.1,21.22681,79.12303,Vivaan Kulkarni,+91 748743 2911,"613, Park Avenue, Laxmi Nagar",171276.0
1940.0,2,2,3.0,73,19.5,5,32.5,21.32146,79.0987,Suman Kulkarni,+91 628697 4086,"958, Church Street, Dharampeth",233148.0
1134.0,2,2,3.5,59,17.1,4,63.6,21.00138,79.02992,Arjun Agarwal,+91 909663 3304,"991, MG Road, Gandhibagh",124335.0
2390.0,1,1,1.0,59,5.0,3,52.4,21.1095,79.11719,Anjali Mehta,+91 805263 2130,"30, Civil Lines, Manish Nagar",308256.0
1018.0,4,4,2.0,52,11.5,7,13.4,21.23908,79.13742,Vivaan Sharma,+91 724641 7469,"410, Church Street, Manish Nagar",173704.0
1614.0,3,3,3.5,26,6.4,3,88.2,21.09271,79.11171,Anjali Iyer,+91 809950 2256,"471, Station Road, Civil Lines",234421.0
1419.0,5,5,1.5,48,1.1,10,75.5,21.13598,79.09077,Sai Chauhan,+91 743099 0393,"183, Church Street, Ramdaspeth",232001.0
1907.0,1,1,3.0,28,19.9,5,92.2,20.98108,79.16451,Arjun Gupta,+91 665683 7420,"213, Lake View Lane, Wardha Road",235126.0
1384.0,4,4,1.0,51,1.2,9,72.0,21.14061,79.07834,Rohan Rao,+91 876827 0155,"971, Market Street, Sitabuldi",213616.0
1624.0,1,1,1.5,20,13.3,5,24.5,21.24172,79.01164,Ishaan Rao,+91 658812 5961,"179, Ring Road, Ramdaspeth",260858.0
1647.0,3,3,2.0,63,1.0,5,43.1,21.13661,79.08951,Sanjay Joshi,+91 763172 7542,"482, Green Valley Road, Laxmi Nagar",269642.0
1323.0,3,3,2.5,45,2.1,5,38.7,21.14818,79.06807,Vivaan Chauhan,+91 823640 0253,"481, Ring Road, Pratap Nagar",234151.0
2115.0,3,3,1.0,56,13.2,5,3.6,21.2629,79.11063,Neha Joshi,+91 892432 8205,"661, Ring Road, Trimurti Nagar",295767.0
1955.0,4,4,1.0,17,3.0,5,41.1,21.16117,79.06479,Ritu Sharma,+91 964483 6835,"547, Lake View Lane, Sitabuldi",265949.0
1742.0,5,5,2.0,63,4.7,9,34.6,21.15684,79.04468,Diya Gupta,+91 836582 1462,"43, Market Street, Gandhibagh",288133.0
1520.0,2,2,1.0,64,6.9,8,0.4,21.14371,79.02158,Sanjay Mehta,+91 695853 8127,"450, Civil Lines, Gandhibagh",226829.0
2318.0,5,5,3.0,11,31.1,1,84.7,20.9777,79.32846,Rahul Deshmukh,+91 892547 4668,"336, Ring Road, Laxmi Nagar",305694.0
1647.0,1,1,3.0,28,1.4,1,14.4,21.15227,79.07708,Sanjay Mehta,+91 916107 3791,"129, Green Valley Road, Hingna Road",272119.0
1601.0,2,2,1.5,54,1.9,1,50.1,21.16229,79.08427,Ritu Kulkarni,+91 840898 9328,"986, Market Street, Civil Lines",231785.0
1868.0,2,2,2.5,69,6.0,7,78.5,21.13317,79.14436,Aditya Gupta,+91 863200 6288,"540, Civil Lines, Ramdaspeth",295514.0
2903.0,5,5,1.0,58,2.0,3,60.4,21.16362,79.08917,Sai Verma,+91 942126 7796,"963, Market Street, Laxmi Nagar",389903.0
929.0,1,1,2.5,37,3.3,4,16.9,21.14786,79.11979,Sai Bose,+91 853338 5210,"914, Civil Lines, Sadar",156879.0
2300.0,2,2,3.5,23,0.7,9,61.8,21.14102,79.09191,Vivaan Joshi,+91 982124 9815,"983, Hill Top Road, Pratap Nagar",395180.0
569.0,3,3,1.0,72,1.5,2,75.8,21.14208,79.10174,Aditya Deshmukh,+91 887427 4278,"237, Ring Road, Wardha Road",96343.0
1941.0,5,5,1.0,69,8.8,2,85.5,21.0738,79.05313,Aditya Bose,+91 689672 3108,"823, Green Valley Road, Manish Nagar",251556.0
2824.0,3,3,1.0,71,10.9,1,31.9,21.19959,79.00022,Ritu Patel,+91 645010 4517,"41, Civil Lines, Sadar",403263.0
2118.0,5,5,3.0,24,3.7,3,3.4,21.13686,79.05422,Pooja Chauhan,+91 718965 7298,"500, Sunrise Boulevard, Laxmi Nagar",370294.0
1911.0,4,4,1.5,34,4.1,1,60.8,21.11374,79.10766,Riya Iyer,+91 769380 7295,"867, Hill Top Road, Civil Lines",274406.0
1436.0,4,4,2.0,19,0.5,7,22.6,21.14283,79.09183,Pooja Mehta,+91 913883 2010,"571, Church Street, Trimurti Nagar",262334.0
1820.0,4,4,2.0,76,14.5,8,78.1,21.22428,79.20023,Ananya Iyer,+91 831078 8811,"202, Station Road, Wardha Road",290145.0
1636.0,1,1,1.0,69,12.2,2,68.0,21.06462,79.1679,Neha Patel,+91 680710 7700,"75, Ring Road, Ramdaspeth",194226.0
1289.0,3,3,1.0,13,20.4,6,77.3,21.02194,78.94197,Anjali Chauhan,+91 782959 9618,"458, Market Street, Sadar",191936.0
1612.0,3,3,1.0,19,11.3,4,96.8,21.16624,79.19475,Ishaan Iyer,+91 832537 2904,"792, Lake View Lane, Sadar",244662.0
1929.0,2,2,3.0,44,1.3,1,58.5,21.15315,79.09791,Ishaan Sharma,+91 998865 2253,"919, Green Valley Road, Trimurti Nagar",297186.0
1301.0,1,1,3.0,33,18.6,5,90.4,21.19299,79.26019,Kavya Patel,+91 836742 1239,"748, Church Street, Hingna Road",186845.0
1276.0,1,1,3.0,36,7.6,7,64.2,21.12417,79.15743,Arjun Bose,+91 639542 7898,"442, Park Avenue, Civil Lines",228638.0
916.0,4,4,1.5,29,21.8,3,18.2,21.23335,78.89953,Rahul Agarwal,+91 608652 5851,"707, Park Avenue, Pratap Nagar",165555.0
2054.0,4,4,2.5,53,5.0,8,79.9,21.10223,79.07795,Sneha Mehta,+91 777622 4880,"783, MG Road, Hingna Road",329960.0
2154.0,2,2,2.5,71,1.1,10,69.4,21.14591,79.09897,Sai Deshmukh,+91 700982 9537,"382, College Road, Civil Lines",304459.0
1951.0,4,4,3.5,73,5.0,1,97.8,21.10256,79.10109,Aditya Mehta,+91 601268 5450,"264, College Road, Ramdaspeth",307134.0
2427.0,4,4,1.5,36,8.2,2,24.3,21.15413,79.0094,Vivaan Chauhan,+91 968462 9119,"266, MG Road, Ramdaspeth",319144.0
1857.0,5,5,3.0,66,4.9,3,33.3,21.12534,79.13033,Priya Verma,+91 654822 0579,"745, Church Street, Wardha Road",298577.0
2055.0,5,5,1.0,55,4.7,9,82.1,21.14027,79.0433,Sai Sharma,+91 650128 5988,"809, Station Road, Dharampeth",284965.0
1997.0,5,5,2.0,15,12.5,2,6.3,21.03612,79.11745,Aarav Kulkarni,+91 625033 1030,"194, Park Avenue, Laxmi Nagar",315964.0
1740.0,1,1,3.5,63,27.1,5,63.3,20.9685,78.90848,Rahul Bose,+91 662214 1597,"973, Ring Road, Wardha Road",193666.0
1455.0,4,4,1.0,28,5.2,6,53.5,21.13977,79.03836,Ritu Joshi,+91 810883 4352,"19, Market Street, Hingna Road",250883.0
3239.0,2,2,1.5,50,22.0,2,16.9,21.08243,79.28973,Suman Bose,+91 994138 2879,"423, Ring Road, Trimurti Nagar",410708.0
1506.0,3,3,3.5,57,8.4,1,16.5,21.14788,79.00745,Aditya Nair,+91 913810 0073,"482, Green Valley Road, Ramdaspeth",207007.0
1367.0,4,4,1.0,75,8.9,2,81.0,21.0956,79.15529,Rohan Kulkarni,+91 917319 5492,"56, College Road, Gandhibagh",178440.0
2082.0,4,4,3.5,75,1.9,1,1.5,21.14972,79.10643,Priya Rao,+91 857020 5611,"724, MG Road, Sitabuldi",350668.0
1964.0,3,3,2.0,64,5.4,6,74.7,21.10513,79.05952,Anjali Chauhan,+91 843167 4313,"899, Sunrise Boulevard, Dharampeth",247973.0
887.0,5,5,2.0,40,2.9,10,73.3,21.13226,79.1116,Meera Mehta,+91 759185 5390,"238, Station Road, Wardha Road",181300.0
2530.0,1,1,3.5,32,4.1,4,65.0,21.12408,79.11995,Priya Nair,+91 723549 1543,"689, Civil Lines, Sadar",376011.0
1739.0,1,1,3.0,35,0.5,3,41.0,21.14622,79.08339,Ritu Gupta,+91 908215 1672,"950, Market Street, Pratap Nagar",267359.0
1078.0,1,1,1.5,76,5.4,3,2.8,21.15426,79.03702,Sneha Reddy,+91 600043 7364,"671, Hill Top Road, Dharampeth",164950.0
2573.0,5,5,1.0,16,3.8,10,80.2,21.11384,79.1019,Suman Verma,+91 947554 7304,"451, Church Street, Civil Lines",432343.0
2207.0,3,3,1.0,41,4.7,10,12.6,21.18206,79.0652,Pooja Patel,+91 938924 4209,"943, Sunrise Boulevard, Laxmi Nagar",336634.0
978.0,3,3,1.5,54,1.8,7,28.1,21.13946,79.10451,Suman Rao,+91 664142 2963,"401, Lake View Lane, Sitabuldi",178762.0
2955.0,4,4,3.0,1,0.5,5,94.7,21.1503,79.08818,Meera Sharma,+91 627687 4630,"670, Ring Road, Wardha Road",426517.0
2228.0,3,3,2.0,50,7.3,2,30.2,21.17536,79.15099,Ananya Rao,+91 700983 9712,"769, Civil Lines, Gandhibagh",305010.0
